word,count
快樂漸,1
再也,19
不壞,5
眼,15
發光,6
打破,2
沈默,42
金色,2
斷氣,5
偷閒,1
暴風煙,3
遊覽,2
想得,2
拼貼,2
落放,2
雲配,2
分割,2
開獨處,1
雲霄,2
經心,2
轉天,2
動,6
多香,3
昏人們,2
光白,2
生病,4
慢半拍,2
真心,9
一束,3
聞,2
一根,14
孤,5
耗盡,2
出能,2
驚濤,4
平靜,4
聽聞,3
曠野,14
一杯,12
奶澎,2
揚鑣,8
纖細,10
往右,1
美學,2
理解,4
猜測,3
碎裂,9
空,4
未讀,2
韻腳,2
苦痛,8
聲潑,4
顆糖,4
我當,8
雲層,2
紀念紀念,1
紋,6
把,46
必要,1
後,150
向,8
熱到,2
進來,3
輕浮,8
傷閣帆,1
往上爬,1
快投,2
沖,16
逃不開,3
三千,2
擁擠,4
白日,7
飛過,19
昨日,14
拋空,3
笨拙,4
發燒,6
情拉長,2
蒼蒼,2
記憶留,4
手點,2
中,109
醜陋,2
愛我才,8
新,15
老歲,2
預見,5
挖空,2
芭蕾,6
例外,16
還猶豫,2
春日,2
課本裡,2
愛沒,6
氣啦,2
不堪,10
用風,2
盒,2
一條魚,10
知覺,2
地帶,2
仿若,2
通紅,2
音飆,1
晃動,2
仍然,8
伸手,4
講話,9
住進,4
肺葉,4
隨年,8
生長,2
腐爛,3
轉腳,3
談地,3
愛著,12
佇花園,1
風景當,1
究竟,4
過活,2
鴨炎,1
勇敢,5
旅行,2
攏袂當,1
菩提,2
白,1
末,2
星群,8
飛來,2
胡蝶,12
一,48
迄一工,1
成就,9
沾溼,2
求求,8
同性,4
掉,20
藏不住,6
